,text,setiment
717,"['blocking', 'funding', 'iron', 'dome', 'may', 'well', 'harm', 'israelis', 'palestinians', 'alike', 'if', 'israel', 'protect', 'citizens', 'hamas', 'go', 'gaza', 'ground', 'prevent', 'fired', 'in', 'case', 'palestinian', 'israeli', 'losses', 'much', 'higher']",negative
718,"['speaking', 'daily', 'show', 'transphobia', 'seems', 'relevant', 'also', 'dennis', 'kucinich']",neutral
719,"['we', 'need', 'stop', 'using', 'jails', 'warehouse', 'people', 'drug', 'addictions', 'must', 'address', 'pain', 'management', 'legalize', 'cannabis', 'use', 'provide', 'mental', 'health', 'services', 'this', 'tough', 'society', 'the', 'system', 'tough', 'people', 'we', 'must', 'address', 'people', 'checking', 'frequency']",negative
720,"['twp', 'n', 'r', 'w']",negative
721,"['the', 'incidents', 'obstruction', 'justice', 'cited', 'mueller', 'report', 'serious', 'dismissed', 'based', 'politics', 'party', 'biases', 'fear', 'predicted', 'outcome', 'i', 'support', 'house', 'representatives', 'beginning', 'impeachment', 'inquiry', 'president', 'trump', ""'s"", 'latest', 'statement']",negative
722,"['as', 'americans', 'confront', 'ongoing', 'challenges', 'brought', 'pandemic', 'week', 'house', 'democrats', 'passed', 'another', 'bill', 'deliver', 'desperately', 'needed', 'relief', 'our', 'communities', 'wait', 'longer']",positive
723,"['lin', 'manuel', 'thanks', 'coming', 'talk', 'interior', 'appropriations', 'members', 'awesome', 'advocacy', 'arts']",positive
724,"['do', 'blame', 'i', 'new', 'hampshire']",neutral
725,"['clear', 'general', 'flynn', 'set', 'dirty', 'cops', 'highest', 'levels', 'government']",negative
726,"['i', 's', 't', 'h', 'i', 's', 'm', 'y', 's', 'p', 'a', 'c', 'e', 'n', 'o', 'n', 'e', 'e', 'e', 's', 's', 'p', 's', 'p', 'o', 'n', 'd', 'i', 'e', 'e', 't', 's', 's', 'i', 's', 'e', 'e', 'p', 's', 'i', 'e', 's', 'p']",negative
727,"['perhaps', 'best', 'chuck', 'grassley', 'clip', 'time']",positive
728,"['the', 'trump', 'admin', 'new', 'expedited', 'removal', 'rule', 'terrify', 'us', 'it', 'allow', 'i', 'c', 'e', 'officers', 'approach', 'a', 'n', 'y', 'b', 'o', 'd', 'y', 'y', 'o', 'you', 's', 'w', 'probable', 'demand', 'prove', 'citizen', 'you', 's', 'years', 'deported', 'trial', 'no', 'hearing']",negative
729,"['militia', 'district']",negative
730,"['i', 'finished', 'visiting', 'i', 'c', 'e', 'facility', 'aurora', 'this', 'way', 'treating', 'people', 'we', 'saw', 'women', 'looked', 'like', 'crowded', 'contorted', 'composition', 'one', 'years', 'we', 'private', 'detention', 'facilities', 'you', 's', 'we', 'need', 'close']",negative
731,"['four', 'months', 'away', 'election', 'consideration', 'supreme', 'court', 'nominee', 'american', 'people', 'say', 'leader', 'mc', 'connell', 'set', 'standard', 'denied', 'judge', 'garland', 'hearing', 'nearly', 'year', 'senate', 'follow', 'mcconnell', 'standard']",negative
732,"['another', 'mass', 'shooting', 'reportedly', 'another', 'a', 'r']",negative
733,"['you', 'p', 'd', 'a', 't', 'e', 'senators', 'support', 'bill', 'bar', 'children', 'taken', 'parents', 'border', 'we', 'still', 'need', 'republican', 'senator', 'join', 'if', 'represented', 'republican', 'senator', 'please', 'ask', 'cosponsor', 's', 'families', 'belong', 'together']",neutral
734,"['you', 'p', 'd', 'a', 't', 'e']",neutral
735,"['president', 'trump', 'dr', 'blasey', 'ford', 'want', 'story', 'sexual', 'assault', 'public', 'she', 'requested', 'confidentiality', 'i', 'honored', 'media', 'alerted', 'decided', 'come', 'forward', 'you', 'may', 'respect', 'women', 'wishes', 'victims', 'i', 'wish']",negative
736,"['the', 'laughing', 'lot', 'times', 'misunderstood', 'i', 'said', 'today', 'trial', 'i', 'said', 'i', 'would', 'keep', 'open', 'mind', 'now', 'sides', 'cases', 'clear', 'president', 'actions', 'wrong', 'he', 'withheld', 'vital', 'foreign', 'assistance', 'personal', 'political', 'gain', 'that', 'said', 'equally', 'liberal', 'successor', 'netherlands', 'provided', 'time', 'round']",negative
737,"['b', 'r', 'e', 'a', 'k', 'i', 'n', 'g', 'judiciary', 'committee', 'democrats', 'requested', 'brett', 'kavanaugh', ""'s"", 'hearing', 'postponed']",neutral
738,['istanbul'],negative
739,"['you', 'p', 'd', 'a', 't', 'e', 'senators', 'support', 'legislation', 'prevent', 'children', 'taken', 'parents', 'border', 'we', 'building', 'momentum', 'end', 'horrific', 'practice', 'please', 'ask', 'senators', 'support', 'us']",positive
740,"['americans', 'gun', 'owners', 'want', 'background', 'checks', 'every', 'gun', 'sale', 'retweet', 'if']",neutral
741,"['i', 'gravely', 'concerned', 'criminal', 'referrals', 'special', 'counsel', 'mueller', 'related', 'investigation', 'supervision', 'control', 'a', 'g', 'barr', 'he', 'virtually', 'disqualified', 'kind', 'person', 'expect', 'stand', 'back', 'make', 'sure', 'justice', 'served']",negative
742,"['it', 'enormous', 'sadness', 'gregory', 'family', 'confirms', 'father', 'comedic', 'legend', 'b', 'x', 'm', 'd']",negative
743,"['i', 'calling', 'impeachment', 'inquiry', 'mounting', 'evidence', 'donald', 'trump', 'repeatedly', 'broken', 'law', 'protect', 'interests']",negative
744,"['the', 'house', 'blocked', 'vote', 'set', 'select', 'committee', 'gun', 'violence', 'would', 'study', 'prevent', 'future', 'tragedies']",negative
745,"['we', 'hear', 'much', 'democrats', 'leftists', 'let', 'back', 'twitter', 'why', 'never', 'kicked', 'first', 'place', 'their', 'lies', 'misinformation', 'simply', 'escaped', 'scrutiny', 'censorship']",negative
746,"['neither', 'iranians', 'pretty', 'much', 'reason', 'news', 'breaking', 'status']",neutral
747,"['how', 'i', 'make', 'judgment', 'impeachment', 'investigation', 'know', 'said', 'hearings', 'adam', 'schiff', 'secret', 'investigation', 'released', 'single', 'deposition', 'statement', 'unfair', 'process', 'designed', 'get', 'truth', 'no', 'due', 'process', 'p', 'o', 't', 'you', 's']",negative
748,"['i', 'c', 'y', 'm', 'i', 'congressman', 'don', 'bacon', 'n', 'e', 'issued', 'statement', 'voting', 'yes', 'on', 's', 'hong', 'kong', 'human', 'rights', 'democracy', 'act', 'senate', 'version', 'h', 'r', 'jurisdale', 'titled', 'view', 'full', 'statement']",neutral
749,"['the', 'nebraska', 'representatives', 'you', 's', 'global', 'leadership', 'coalition', 'came', 'visit', 'gladstone', 'support', 'building', 'trade', 'diplomacy']",positive
750,"['i', 'utmost', 'respect', 'colleague', 'rep', 'stefanik', 'shameful', 'disagree', 'would', 'resort', 'tactics', 'team', 'elise']",negative
751,"['my', 'statement', 'recent', 'report', 'israel', 'amnesty', 'international']",neutral
752,"['years', 'ago', 'month', 'thousands', 'sikhs', 'victims', 'reprisal', 'killings', 'following', 'assassination', 'indian', 'prime', 'minister', 'indira', 'gandhi', 'i', 'spoke', 'house', 'floor', 'importance', 'recognizing', 'human', 'tragedy', 'resilience', 'south', 'jersey', 'sikh', 'community']",neutral
753,"['kaepernick', 'lost', 'job', 'taking', 'knee', 'audacity', 'say', 'unjustly', 'smeared', 'media', 'if', 'black', 'would', 'likely', 'already', 'charged', 'mississippi', 'a', 'g', 'lynn', 'fitch', 'needs', 'charge', 'brett', 'favre', 'welfare', 'fraud']",negative
754,"['from', 'man', 'launched', 'political', 'career', 'claiming', 'obama', 'born', 'y', 'o', 'you', 's', 'follow', 'facts']",neutral
755,"['president', 'donald', 'trump', 'found', 'depths', 'sink', 'politicized', 'use', 'th', 'attacks', 'killed', 'many', 'constituents', 'left', 'scars', 'community', 'beneath', 'anything', 'i', 'ever', 'imagined', 'dangerous', 'rhetoric', 'ilhan']",negative
756,"['donald', 'trump', 'your', 'policies', 'terrible', 'even', 'republicans', 'struggling', 'defend']",negative
757,"['tonight', 'f', 'l', 'o', 't', 'you', 's', 'i', 'tested', 'positive', 'c', 'o', 'v', 'i', 'd', 'we', 'begin', 'quarantine', 'recovery', 'process', 'immediately', 'we', 'get', 't', 'o', 'g', 'e', 'e', 'r']",positive
758,"['going', 'well', 'i', 'i', 'think', 'thank', 'l', 'o', 'v', 'e']",positive
759,"['i', 'w', 'o', 'n', 't', 'h', 'i', 's', 'e', 'e', 'c', 't', 'i', 'o', 'n', 'b', 'y', 'a', 'l', 'o', 't']",positive
760,"['militia', 'district']",positive
761,"['we', 'back', 'paris', 'climate', 'agreement']",neutral
762,"['tonight', 'f', 'l', 'o', 't', 'you', 's', 'i', 'tested', 'positive', 'c', 'o', 'v', 'i', 'd', 'we', 'begin', 'quarantine', 'recovery', 'process', 'immediately', 'we', 'get', 't', 'o', 'g', 'e', 'e', 'r']",positive
763,"['going', 'well', 'i', 'i', 'think', 'thank', 'l', 'o', 'v', 'e']",positive
764,"['i', 'w', 'o', 'n', 't', 'h', 'i', 's', 'e', 'e', 'c', 't', 'i', 'o', 'n', 'b', 'y', 'a', 'l', 'o', 't']",positive
765,"['militia', 'district']",positive
766,"['we', 'back', 'paris', 'climate', 'agreement']",neutral
767,"['please', 'meet', 'next', 'house', 'minority', 'leader', 'th', 'congress', 'meet', 'repjeffries', 'new', 'york']",neutral
768,"['is', 'donald', 'trump', 'legitmate', 'president']",neutral
769,"['tommy', 'raskin', 'like', 'many', 'us', 'would', 'proud', 'dad', 'today']",positive
770,"['today', 'texas', 'stood', 'life', 'the', 'texas', 'heartbeat', 'act', 'law', 'lone', 'star', 'state', 'texas']",positive
771,"['aaron', 'cook', 'last', 'known', 'pearl', 'harbor', 'survivor', 'texas', 'passed', 'we', 'lost', 'yet', 'another', 'great', 'american', 'hero', 'lift', 'family', 'prayer', 'today']",neutral
772,"['an', 'historic', 'day', 'israel', 'you', 's', 'world']",positive
773,"['with', 'joe', 'lieberman', 'jerusalem', 'opening', 'you', 's', 'embassy', 'years', 'making', 'history']",neutral
774,"['huge', 'turnout', 'beto', 'o', 'rourke', 'rally', 'reproductive', 'freedom', 'just', 'vote', 'foundational', 'democracy', 'bodily', 'autonomy', 'self', 'governance', 'without', 'self', 'determination', 'we', 'must', 'elect', 'beto', 'texas']",positive
775,"['abbott', 'says', 'never', 'raise', 'property', 'taxes', 'state', 'authority', 'property', 'taxes', 'also', 'means', 'claim', 'lower', 'property', 'taxes']",neutral
776,"['today', 'wear', 'suffragette', 'white', 'send', 'strong', 'message', 'fighting', 'people', 'advancing', 'women', 'rights', 'women', 'united']",positive
777,"['we', 'ignore', 'yesterday', ""'s"", 'insurrection', 'every', 'day', 'president', 'remains', 'office', 'threat', 'democracy', 'that', 'i', 'cosponsoring', 'impeachment', 'resolution', 'initiate', 'process', 'removing', 'president', 'office', 'immediately']",negative
778,"['today', 'wear', 'suffragette', 'white', 'send', 'strong', 'message', 'fighting', 'people', 'advancing', 'women', 'rights', 'women', 'united']",positive
779,"['we', 'ignore', 'yesterday', ""'s"", 'insurrection', 'every', 'day', 'president', 'remains', 'office', 'threat', 'democracy', 'that', 'i', 'cosponsoring', 'impeachment', 'resolution', 'initiate', 'process', 'removing', 'president', 'office', 'immediately']",negative
780,"['coming', 'soon', 'watch', 'preview', 'wednesday', 'big', 'announcement']",neutral
781,"['the', 'american', 'people', 'hurting', 'president', 'biden', 'economy', 'one', 'way', 'trying', 'help', 'get', 'biden', 'relief', 'card', 'run', 'biden', 'relief', 'card', 'com']",neutral
782,"['it', 'official', 'we', 'hit', 'donor', 'requirement', 'qualify', 'debate', 'stage', 'next', 'month', 'thanks', 'supporters', 'helped', 'get', 'us', 'team', 'burgum']",positive
783,"['we', 'fighting', 'protect', 'integrity', 'elections', 'election', 'elections', 'come']",positive
784,"['militia', 'district']",negative
785,"['arizona', 'proud', 'welcome', 'donald', 'trump', 'state', 'today', 'we', 'thankful', 'leadership', 'addressing', 'c', 'o', 'v', 'i', 'd']",positive
786,"['this', 'witness', 'absolutely', 'relevant', 'information', 'bring', 'first', 'hand', 'knowledge', 'events', 'recalled', 'ukraine', 'call', 'donald', 'trump', 'zelensky', 'instead', 'complaining', 'p', 'o', 't', 'you', 's', 'lawfully', 'removed', 'ambassador']",negative
787,"['schiff', 'style', 'impeachment', 'dems', 'hide', 'testimony', 'behind', 'secure', 'doors', 'leak', 'information', 'vital', 'false', 'narrative', 'driving', 'lies', 'donald', 'trump', 'as', 'radical', 'left', 'moves', 'towards', 'impeachment', 'attempt', 'overturn', 'american', 'voters', 'total', 'secrecy']",negative
788,"['reputation', 'schiff', 'frequently', 'pops', 'secret', 'room', 'bowels', 'capitol', 'spread', 'lies', 'donald', 'trump', 'democratic', 'comms', 'team', 'c', 'n', 'n', 'he', 'misled', 'american', 'people', 'long', 'enough', 'this', 'i', 'support', 'amendment', 'no', 'resolution', 'no']",negative
789,"['i', 'firm', 'n', 'o', 'impeachment', 'duly', 'elected', 'president', 'donald', 'trump', 'this', 'whole', 'process', 'joke', 'i', 'glad', 'circus', 'almost', 'move', 'issues', 'really', 'matter', 'constituents']",negative
790,"['in', 'less', 'six', 'months', 'house', 'democrats', 'blocked', 'attempts', 'republicans', 'stop', 'infanticide', 'i', 'continue', 'fight', 'protect', 'vulnerable', 'among', 'us', 'infanticide', 'born', 'alive', 'act']",negative
791,"['i', 'pleased', 'join', 'rep', 'mike', 'johnson', 'house', 'g', 'o', 'p', 'colleagues', 'anicus', 'curiae', 'brief', 'supreme', 'court', 'support', 'texas', 'v', 'pennsylvania', 'case', 'this', 'brief', 'presents', 'unconstitutional', 'irregularities', 'rampant', 'donald', 'trump', ""'s"", 'election', 'the', 'you', 's', 'c', 'must', 'investigate']",positive
792,"['earth', 'day', 'seattle', 'p', 'o', 't', 's']",neutral
793,"['today', 'i', 'commit', 'king', 'county', 'converting', 'remaining', 'youth', 'detention', 'units', 'c', 'f', 'j', 'c', 'uses', 'quickly', 'possible', 'later']",neutral
794,"['today', 'i', 'announcing', 'king', 'county', 'step', 'create', 'high', 'volume', 'community', 'vaccination', 'sites', 'mobile', 'teams', 'make', 'sure', 'hit', 'ground', 'running', 'medical', 'personnel', 'receive', 'doses', 'these', 'local', 'efforts', 'complement', 'state', ""'s"", 'vaccination', 'plan', 'no']",neutral
795,"['as', 'democrats', 'congress', 'continue', 'push', 'impeachment', 'held', 'congress', 'back', 'passing', 'you', 's', 'm', 'c', 'a']",negative
796,"['at', 'white', 'house', 'fellow', 'waysand', 'means', 'g', 'o', 'p', 'member', 'rep', 'la', 'hood', 'watch', 'donald', 'trump', 'sign', 'phase', 'one', 'china', 'trade', 'deal', 'big', 'day', 'for', 'america']",positive
797,"['american', 'exporters', 'small', 'medium', 'sized', 'businesses', 'delaying', 'passage', 'you', 's', 'm', 'c']",negative
798,"['i', 'vote', 'h', 'b', 'strongly', 'support', 'constitutional', 'carry', 'let', 'clear', 'i', 'filed', 'similar', 'defamation', 'suit', 'heard', 'you', 's', 'state', 'virginia', 'expected', 'go', 'trial', 'next', 'year']",positive
799,"['now', 'time', 'donald', 'trump', 'pardon', 'biden', 'four', 'two', 'young', 'men', 'texans', 'reporter', 'author', 'exposed', 'cover', 'president', 'it', 'time', 'send', 'men', 'home', 'families', 'college', 'free', 'range']",neutral
800,"['i', 'voted', 'hold', 'adam', 'schiff', 'accountable', 'democrats', 'blocked', 'censure', 'resolution']",negative
801,"['i', 'voted', 'trillion', 'omnibus', 'i', 'looking', 'forward', 'new', 'leadership', 'house', 'january', 'we', 'must', 'better']",negative
802,"['under', 'constitution', 'authority', 'launch', 'impeachment', 'rests', 'y', 'o', 'you', 's', 'house', 'representatives', 'speaker', 'andnot', 'chair', 'house', 'intelligence']",neutral
803,"['i', 'voted', 'hold', 'adam', 'schiff', 'accountable', 'democrats', 'blocked', 'censure', 'resolution']",negative
804,"['i', 'voted', 'trillion', 'omnibus', 'i', 'looking', 'forward', 'new', 'leadership', 'house', 'january', 'we', 'must', 'better']",negative
805,"['under', 'constitution', 'authority', 'launch', 'impeachment', 'rests', 'y', 'o', 'you', 's', 'house', 'representatives', 'speaker', 'andnot', 'chair', 'house', 'intelligence']",neutral
806,"['my', 'grandson', 'charlie', 'made', 'new', 'friend', 'today', 'white', 'house', 'picnic', 'thanks', 'p', 'o', 't', 'you', 's']",positive
807,"['i', 'currently', 'walter', 'reed', 'medical', 'bethesda', 'told', 'active', 'shooter', 'i', 'currently', 'safe', 'conference', 'room', 'approximately', 'others']",neutral
808,"['i', 'working', 'closely', 'rep', 'kinzinger', 'bipartisan', 'bill', 'end', 'cycle', 'gun', 'violence', 'he', 'pragmatic', 'come', 'i', 'grateful', 'service', 'united', 'states', 'whether', 'congress', 'battlefield', 'he', 'sign', 'true', 'courage']",positive
809,"['as', 'republican', 'party', 'condemns', 'leaders', 'aligned', 'donald', 'trump', 'rep', 'adam', 'kinzinger', 'six', 'term', 'illinois', 'congressman', 'enemy', 'no', 'unwelcome', 'party', 'also', 'family', 'km', 'w', 'dx']",negative
810,"['i', 'joining', 'rep', 'swalwell', 'many', 'colleagues', 'urging', 'g', 'o', 'p', 'leader', 'meet', 'd', 'c', 'police', 'dept', 'officer', 'michael', 'fanone', 'brutally', 'injured', 'defending', 'you', 's', 'capitol', 'january', 'despite', 'numerous', 'meeting', 'requests', 'officer', 'fanone', 'no', 'concrete', 'reporting', 'matter', 'yet', 'emerge', 'since', 'speculation', 'began']",negative
811,"['the', 'heroes', 'act', 'reflects', 'aggressive', 'response', 'demanded', 'worst', 'public', 'health', 'threat', 'lifetime', 'funds', 'testing', 'second', 'round', 'stimulus', 'checks', 'families', 'helps', 'state', 'county', 'workers', 'frontlines', 'c', 'o', 'i', 'd', 'fight', 'funding', 'state', 'local']",neutral
